"Points_X","T"
-0.5,nan
-0.4989,nan
-0.4978,nan
-0.4967,nan
-0.4956,nan
-0.4945,nan
-0.4934,nan
-0.4923,nan
-0.4912,nan
-0.4901,nan
-0.489,nan
-0.4879,nan
-0.4868,nan
-0.4857,nan
-0.4846,nan
-0.4835,nan
-0.4824,nan
-0.4813,nan
-0.4802,nan
-0.4791,nan
-0.478,nan
-0.4769,nan
-0.4758,nan
-0.4747,nan
-0.4736,nan
-0.4725,nan
-0.4714,nan
-0.4703,nan
-0.4692,nan
-0.4681,nan
-0.467,nan
-0.4659,nan
-0.4648,nan
-0.4637,nan
-0.4626,nan
-0.4615,nan
-0.4604,nan
-0.4593,nan
-0.4582,nan
-0.4571,nan
-0.456,nan
-0.4549,nan
-0.4538,nan
-0.4527,nan
-0.4516,nan
-0.4505,nan
-0.4494,nan
-0.4483,nan
-0.4472,nan
-0.4461,nan
-0.445,nan
-0.4439,nan
-0.4428,nan
-0.4417,nan
-0.4406,nan
-0.4395,nan
-0.4384,nan
-0.4373,nan
-0.4362,nan
-0.4351,nan
-0.434,nan
-0.4329,nan
-0.4318,nan
-0.4307,nan
-0.4296,nan
-0.4285,nan
-0.4274,nan
-0.4263,nan
-0.4252,nan
-0.4241,nan
-0.423,nan
-0.4219,nan
-0.4208,nan
-0.4197,nan
-0.4186,nan
-0.4175,nan
-0.4164,nan
-0.4153,nan
-0.4142,nan
-0.4131,nan
-0.412,nan
-0.4109,nan
-0.4098,nan
-0.4087,nan
-0.4076,nan
-0.4065,nan
-0.4054,nan
-0.4043,nan
-0.4032,nan
-0.4021,nan
-0.401,nan
-0.3999,nan
-0.3988,nan
-0.3977,nan
-0.3966,nan
-0.3955,nan
-0.3944,nan
-0.3933,nan
-0.3922,nan
-0.3911,nan
-0.39,nan
-0.3889,nan
-0.3878,nan
-0.3867,nan
-0.3856,nan
-0.3845,nan
-0.3834,nan
-0.3823,nan
-0.3812,nan
-0.3801,nan
-0.379,nan
-0.3779,nan
-0.3768,nan
-0.3757,nan
-0.3746,nan
-0.3735,nan
-0.3724,nan
-0.3713,nan
-0.3702,nan
-0.3691,nan
-0.368,nan
-0.3669,nan
-0.3658,nan
-0.3647,nan
-0.3636,nan
-0.3625,nan
-0.3614,nan
-0.3603,nan
-0.3592,nan
-0.3581,nan
-0.357,nan
-0.3559,nan
-0.3548,nan
-0.3537,nan
-0.3526,nan
-0.3515,nan
-0.3504,nan
-0.3493,nan
-0.3482,nan
-0.3471,nan
-0.346,nan
-0.3449,nan
-0.3438,nan
-0.3427,nan
-0.3416,nan
-0.3405,nan
-0.3394,nan
-0.3383,nan
-0.3372,nan
-0.3361,nan
-0.335,nan
-0.3339,nan
-0.3328,nan
-0.3317,nan
-0.3306,nan
-0.3295,nan
-0.3284,nan
-0.3273,nan
-0.3262,nan
-0.3251,nan
-0.324,nan
-0.3229,nan
-0.3218,nan
-0.3207,nan
-0.3196,nan
-0.3185,nan
-0.3174,nan
-0.3163,nan
-0.3152,nan
-0.3141,nan
-0.313,nan
-0.3119,nan
-0.3108,nan
-0.3097,nan
-0.3086,nan
-0.3075,nan
-0.3064,nan
-0.3053,nan
-0.3042,nan
-0.3031,nan
-0.302,nan
-0.3009,nan
-0.2998,nan
-0.2987,nan
-0.2976,nan
-0.2965,nan
-0.2954,nan
-0.2943,nan
-0.2932,nan
-0.2921,nan
-0.291,nan
-0.2899,nan
-0.2888,nan
-0.2877,nan
-0.2866,nan
